"Department","Date","StaffedHours","AvailableHours","AUXHours","OtherHours","TargetSL","WithinServiceLevel","SLGoal","SL","TotalCalls","ASA","AvgACDTime"
"Monitoring",2021-05-22,116.727777777778,25.2038888888889,63.815,7.00222222222222,71,85,0.71,0.85,1703,13.1076116562,2.01646372476667
"Monitoring",2021-05-23,132.068055555556,37.1280555555556,74.6858333333333,5.86194444444444,71,64,0.71,0.64,2691,84.9955673218,2.0718284607
"Monitoring",2021-05-24,194.333333333333,45.6822222222222,98.9436111111111,11.1197222222222,71,59,0.71,0.59,2486,74.15574646,1.89884757995
"Monitoring",2021-05-25,160.735,27.8644444444444,83.4827777777778,9.11388888888889,71,65,0.71,0.65,2600,59.7652893066,1.88777300516667
"Monitoring",2021-05-26,173.916666666667,30.1061111111111,92.1516666666667,10.4066666666667,71,56,0.71,0.56,2927,98.2750854492,1.86561978658333
"Monitoring",2021-05-27,184.636388888889,37.1841666666667,99.6130555555556,9.35722222222222,71,53,0.71,0.53,2378,132.806610107,1.83972028096667
"Monitoring",2021-05-28,165.623333333333,39.9986111111111,80.79,10.39,71,66,0.71,0.66,1766,67.875,1.80287729898333
"Monitoring",2021-05-29,138.011944444444,33.6913888888889,77.35,6.6375,71,88,0.71,0.88,2048,16.5914230347,2.07971814473333
"Monitoring",2021-05-30,147.711666666667,42.0472222222222,77.9913888888889,8.71638888888889,71,85,0.71,0.85,1931,16.7584266663,2.3545522054
"Monitoring",2021-05-31,145.720833333333,38.3302777777778,81.6583333333333,6.9825,71,53,0.71,0.53,2611,105.212646484,1.89684766133333
"Service Dispatch Customer",2021-05-01,18.5369444444444,8.83916666666667,1.76694444444444,0.850833333333333,65,76,0.65,0.76,123,40.4411773682,2.7826189677
"Service Dispatch Customer",2021-05-02,14.8275,9.68638888888889,0.642222222222222,0.529444444444444,65,55,0.65,0.55,740,87.264541626,2.14068628946667
"Service Dispatch Customer",2021-05-03,42.4919444444444,6.77555555555556,12.8030555555556,3.21388888888889,65,71,0.65,0.71,783,61.2194252014,2.03214505513333
"Service Dispatch Customer",2021-05-04,50.0611111111111,12.4513888888889,13.7908333333333,4.47888888888889,65,81,0.65,0.81,665,46.3656578064,1.9004196167
"Service Dispatch Customer",2021-05-05,50.0477777777778,14.7038888888889,12.3411111111111,3.86277777777778,65,89,0.65,0.89,647,18.7390346527,2.13393936156667
"Service Dispatch Customer",2021-05-06,54.0763888888889,21.27,12.2580555555556,4.40194444444444,65,68,0.65,0.68,551,76.6353912354,1.94331143696667
"Service Dispatch Customer",2021-05-07,43.875,13.0705555555556,12.6716666666667,4.03472222222222,65,69,0.65,0.69,180,66.1999969482,2.09338696798333
"Service Dispatch Customer",2021-05-08,16.0986111111111,9.15888888888889,0.965,0.618611111111111,65,73,0.65,0.73,116,37.5211257935,2.49694442748333
"Service Dispatch Customer",2021-05-09,14.7497222222222,11.0027777777778,0.673888888888889,0.4975,65,56,0.65,0.56,714,108.735847473,1.97793426513333
"Service Dispatch Customer",2021-05-10,51.5091666666667,10.1,14.9361111111111,3.74416666666667,65,48,0.65,0.48,695,96.6908035278,2.40509440105
"Service Dispatch Customer",2021-05-11,53.0352777777778,5.22277777777778,20.0847222222222,5.09166666666667,65,44,0.65,0.44,626,118.95464325,2.49435755411667
"Service Dispatch Customer",2021-05-12,52.2513888888889,6.13777777777778,22.2238888888889,3.25944444444444,65,91,0.65,0.91,634,15.1295452118,2.51432673136667
"Service Dispatch Customer",2021-05-13,68.8444444444444,25.1930555555556,22.9163888888889,4.19111111111111,65,56,0.65,0.56,596,98.1196136475,2.08113632201667
"Service Dispatch Customer",2021-05-14,53.3255555555556,10.1516666666667,20.0183333333333,5.89527777777778,65,82,0.65,0.82,203,41.7851867676,2.30147527058333
"Service Dispatch Customer",2021-05-15,21.8822222222222,12.6825,1.2,1.83888888888889,65,75,0.65,0.75,133,38.0094337463,2.57938283285
"Service Dispatch Customer",2021-05-16,14.7222222222222,8.71722222222222,0.541111111111111,1.04388888888889,65,64,0.65,0.64,677,72.5603256226,2.30943400065
"Service Dispatch Customer",2021-05-17,53.9616666666667,14.7922222222222,12.5322222222222,5.7675,65,80,0.65,0.8,680,41.0042572021,2.3262781779
"Service Dispatch Customer",2021-05-18,59.9922222222222,19.12,17.7047222222222,5.13638888888889,65,89,0.65,0.89,546,16.3267326355,2.10450350443333
"Service Dispatch Customer",2021-05-19,65.1244444444444,23.5972222222222,19.9025,4.67027777777778,65,81,0.65,0.81,625,25.5794391632,2.33386967976667
"Service Dispatch Customer",2021-05-20,66.2513888888889,21.3755555555556,22.2072222222222,5.68777777777778,65,78,0.65,0.78,589,40.8485565186,2.20587997436667
"Service Dispatch Customer",2021-05-21,61.3063888888889,14.4533333333333,23.4263888888889,6.77472222222222,65,77,0.65,0.77,168,44.7213096619,2.23405456543333
"Service Dispatch Customer",2021-05-22,14.5391666666667,7.62027777777778,0.612777777777778,0.802777777777778,65,89,0.65,0.89,125,25.021276474,2.5527323405
"Service Dispatch Customer",2021-05-23,22.1858333333333,16.9872222222222,0.901111111111111,0.914444444444444,65,56,0.65,0.56,690,101.011497498,1.97553189595
"Service Dispatch Customer",2021-05-24,55.8977777777778,11.655,16.4577777777778,5.85277777777778,65,71,0.65,0.71,609,47.6521720886,2.36542154948333
"Service Dispatch Customer",2021-05-25,64.8052777777778,13.6847222222222,25.3619444444444,6.23666666666667,65,71,0.65,0.71,620,44.6461524963,2.51495030721667
"Service Dispatch Customer",2021-05-26,58.4705555555556,15.9794444444444,17.8319444444444,4.78166666666667,65,74,0.65,0.74,641,66.8040084839,2.45794881185
"Service Dispatch Customer",2021-05-27,61.4105555555556,16.9922222222222,19.8497222222222,5.48916666666667,65,52,0.65,0.52,594,99.8474578857,2.38711954753333
"Service Dispatch Customer",2021-05-28,48.2763888888889,8.6325,18.145,4.61694444444444,65,73,0.65,0.73,183,62.104839325,2.27163035075
"Service Dispatch Customer",2021-05-29,21.9252777777778,13.215,1.27972222222222,2.15277777777778,65,74,0.65,0.74,125,72.5243911743,2.37836023966667
"Service Dispatch Customer",2021-05-30,16.8830555555556,9.66777777777778,1.40333333333333,1.18888888888889,65,96,0.65,0.96,142,7.67256641388,3.19776433308333
"Service Dispatch Customer",2021-05-31,36.7302777777778,27.8269444444444,4.14944444444444,0.348055555555556,65,57,0.65,0.57,854,104.195541382,2.1609143575
"Service Dispatch Tech",2021-05-01,18.5369444444444,8.83916666666667,1.76694444444444,7.29611111111111,65,83,0.65,0.83,7,19,2.36309534708333
"Service Dispatch Tech",2021-05-02,14.8275,9.68638888888889,0.642222222222222,4.15916666666667,65,90,0.65,0.9,223,24.1595745087,3.18611119588333
"Service Dispatch Tech",2021-05-03,77.6866666666667,20.9075,28.4263888888889,21.7458333333333,65,84,0.65,0.84,225,36.6927375793,1.92154261271667
"Service Dispatch Tech",2021-05-04,87.8197222222222,26.0761111111111,33.0877777777778,22.9861111111111,65,92,0.65,0.92,238,22.4205131531,1.69040972391667
"Service Dispatch Tech",2021-05-05,74.3469444444444,27.7911111111111,19.6330555555556,20.9747222222222,65,97,0.65,0.97,229,11.9677419662,1.646495691935
"Service Dispatch Tech",2021-05-06,77.1980555555556,34.7591666666667,18.2036111111111,18.5438888888889,65,97,0.65,0.97,240,10.6881189346,1.61747309366833
"Service Dispatch Tech",2021-05-07,71.0863888888889,28.3627777777778,19.8713888888889,16.3022222222222,65,95,0.65,0.95,28,12.8421049118,1.7670791626
"Service Dispatch Tech",2021-05-08,20.4561111111111,12.7888888888889,1.36944444444444,5.65027777777778,65,100,0.65,1,1,4,1.78245608011667
"Service Dispatch Tech",2021-05-09,14.7497222222222,11.0027777777778,0.673888888888889,3.02722222222222,65,86,0.65,0.86,219,30.1890239716,2.6
"Service Dispatch Tech",2021-05-10,71.7416666666667,21.1055555555556,20.3211111111111,25.3183333333333,65,66,0.65,0.66,241,77.0257720947,1.62459348042833
"Service Dispatch Tech",2021-05-11,71.975,8.40027777777778,31.8497222222222,25.5413888888889,65,86,0.65,0.86,208,26.7431697845,1.72628860473333
"Service Dispatch Tech",2021-05-12,79.9555555555555,14.8661111111111,37.2430555555556,22.415,65,95,0.65,0.95,230,10.890625,1.62622947692833
"Service Dispatch Tech",2021-05-13,93.2786111111111,34.9997222222222,34.3297222222222,18.425,65,72,0.65,0.72,276,57.9082984924,1.54288190205833
"Service Dispatch Tech",2021-05-14,68.3622222222222,14.7411111111111,28.1597222222222,18.2175,65,85,0.65,0.85,27,40.9599990845,1.73049494425
"Service Dispatch Tech",2021-05-15,21.8822222222222,12.6825,1.2,7.04027777777778,65,67,0.65,0.67,9,21,2.12800000508333
"Service Dispatch Tech",2021-05-16,14.7222222222222,8.71722222222222,0.541111111111111,5.19777777777778,65,63,0.65,0.63,206,155.511764526,2.13095232645
"Service Dispatch Tech",2021-05-17,62.1861111111111,17.0180555555556,19.2147222222222,20.5655555555556,65,87,0.65,0.87,252,20.914691925,1.74970588683333
"Service Dispatch Tech",2021-05-18,84.1102777777778,27.2002777777778,30.4705555555556,20.0091666666667,65,97,0.65,0.97,221,10.2094240189,1.66184832255
"Service Dispatch Tech",2021-05-19,88.2227777777778,31.7813888888889,32.1705555555556,18.2469444444444,65,97,0.65,0.97,243,10.240196228,1.72521820068333
"Service Dispatch Tech",2021-05-20,90.3188888888889,30.9372222222222,33.1752777777778,19.6525,65,89,0.65,0.89,277,21.9795074463,1.74607849121667
"Service Dispatch Tech",2021-05-21,72.9288888888889,20.485,25.3705555555556,19.1652777777778,65,56,0.65,0.56,18,84.9333343506,1.74713109335
"Service Dispatch Tech",2021-05-22,14.5391666666667,7.62027777777778,0.612777777777778,5.85111111111111,65,100,0.65,1,7,5,1.64000002543167
"Service Dispatch Tech",2021-05-23,22.1858333333333,16.9872222222222,0.901111111111111,4.065,65,80,0.65,0.8,196,31.2987804413,1.82619043986667
"Service Dispatch Tech",2021-05-24,66.7586111111111,19.6705555555556,18.2555555555556,22.9533333333333,65,81,0.65,0.81,217,32.7058830261,1.95071144103333
"Service Dispatch Tech",2021-05-25,82.9966666666667,20.5527777777778,33.2563888888889,22.8791666666667,65,94,0.65,0.94,214,11.7430171967,1.86836001078333
"Service Dispatch Tech",2021-05-26,77.8833333333333,27.0527777777778,22.8886111111111,22.2955555555556,65,86,0.65,0.86,239,22.3631839752,1.70651766458333
"Service Dispatch Tech",2021-05-27,79.6977777777778,28.1041666666667,24.9052777777778,20.0288888888889,65,68,0.65,0.68,207,57.9720687866,1.80265337626667
"Service Dispatch Tech",2021-05-28,63.6611111111111,17.4302777777778,22.1752777777778,19.1144444444444,65,92,0.65,0.92,32,85,1.49981384277333
"Service Dispatch Tech",2021-05-29,21.9252777777778,13.215,1.27972222222222,6.14694444444444,65,80,0.65,0.8,13,29.5384616852,3.05138880411667
"Service Dispatch Tech",2021-05-30,16.8830555555556,9.66777777777778,1.40333333333333,5.30833333333333,65,100,0.65,1,2,5.5,2.17179489135
"Service Dispatch Tech",2021-05-31,36.7302777777778,27.8269444444444,4.14944444444444,4.65722222222222,65,49,0.65,0.49,197,132.538467407,2.725
"Tech Support Customer",2021-05-01,28.0072222222222,8.19444444444444,10.9555555555556,0.594722222222222,65,59,0.65,0.59,27,95.3000030518,6.79413146973333
"Tech Support Customer",2021-05-02,7.43305555555556,5.00722222222222,0.278888888888889,0.0580555555555556,65,86,0.65,0.86,231,40.1890258789,5.98166656493333
"Tech Support Customer",2021-05-03,67.6430555555555,21.4283333333333,21.6858333333333,9.80666666666667,65,76,0.65,0.76,302,44.9346733093,5.0181910197
"Tech Support Customer",2021-05-04,79.6222222222222,25.1988888888889,22.9097222222222,10.9602777777778,65,85,0.65,0.85,268,31.9481868744,5.93844197591667
"Tech Support Customer",2021-05-05,74.6744444444444,22.7075,21.6077777777778,11.8016666666667,65,90,0.65,0.9,230,20.9314289093,5.4786702474
"Tech Support Customer",2021-05-06,79.8969444444444,28.0752777777778,20.6775,13.0336111111111,65,87,0.65,0.87,213,27.6645965576,5.88809509276667
"Tech Support Customer",2021-05-07,65.0508333333333,29.7591666666667,12.2627777777778,9.30361111111111,65,30,0.65,0.3,93,394.409851074,4.78602498371667
"Tech Support Customer",2021-05-08,19.7863888888889,3.28416666666667,7.81333333333333,0.677222222222222,65,70,0.65,0.7,46,79.3333358765,7.60437164306667
"Tech Support Customer",2021-05-09,14.8816666666667,9.74416666666667,0.884166666666667,0.415277777777778,65,78,0.65,0.78,226,53.5212135315,7.41222229003333
"Tech Support Customer",2021-05-10,62.7630555555556,20.2513888888889,15.7930555555556,12.3063888888889,65,90,0.65,0.9,201,25.9790210724,4.99949493408333
"Tech Support Customer",2021-05-11,81.7255555555556,27.4355555555556,25.7730555555556,12.0816666666667,65,58,0.65,0.58,269,95.7391281128,6.4621210734
"Tech Support Customer",2021-05-12,62.6461111111111,18.2041666666667,18.7613888888889,9.02333333333333,65,85,0.65,0.85,210,30.4503307343,5.19628601075
"Tech Support Customer",2021-05-13,73.9538888888889,36.7177777777778,13.1630555555556,9.42777777777778,65,93,0.65,0.93,249,18.817073822,5.5573949178
"Tech Support Customer",2021-05-14,68.9697222222222,27.7766666666667,14.1205555555556,11.7811111111111,65,59,0.65,0.59,80,100.611114502,5.34532521565
"Tech Support Customer",2021-05-15,20.3675,5.29916666666667,7.83583333333333,0.101666666666667,65,62,0.65,0.62,56,96.5952377319,7.6469136556
"Tech Support Customer",2021-05-16,14.9591666666667,8.06916666666667,1.08222222222222,0.9025,65,79,0.65,0.79,231,39.3218383789,6.7269841512
"Tech Support Customer",2021-05-17,62.8458333333333,16.975,22.9163888888889,7.73638888888889,65,74,0.65,0.74,200,49.9109573364,5.0041188558
"Tech Support Customer",2021-05-18,66.5213888888889,17.9097222222222,23.4822222222222,9.75472222222222,65,89,0.65,0.89,227,25.3393936157,6.08652954101667
"Tech Support Customer",2021-05-19,81.415,27.46,29.0122222222222,7.71888888888889,65,83,0.65,0.83,241,29.2457141876,5.99171702066667
"Tech Support Customer",2021-05-20,82.3069444444444,24.7183333333333,27.7452777777778,12.2305555555556,65,88,0.65,0.88,244,24.4880943298,5.7812383016
"Tech Support Customer",2021-05-21,59.0836111111111,21.0852777777778,12.7072222222222,10.2363888888889,65,43,0.65,0.43,94,191.888885498,5.14851175943333
"Tech Support Customer",2021-05-22,21.1183333333333,5.35777777777778,7.99388888888889,0.372777777777778,65,79,0.65,0.79,56,66.914894104,6.78439178466667
"Tech Support Customer",2021-05-23,14.7944444444444,7.33194444444444,0.530833333333333,1.69777777777778,65,78,0.65,0.78,235,54.435295105,6.40886535645
"Tech Support Customer",2021-05-24,72.2652777777778,19.9127777777778,22.7969444444444,13.2127777777778,65,89,0.65,0.89,210,25.2808227539,5.54735310871667
"Tech Support Customer",2021-05-25,85.3269444444445,25.1608333333333,33.1727777777778,13.0166666666667,65,85,0.65,0.85,255,31.1945953369,5.51541086833333
"Tech Support Customer",2021-05-26,87.0083333333333,25.965,29.3575,15.4016666666667,65,75,0.65,0.75,257,57.6968078613,5.03288269043333
"Tech Support Customer",2021-05-27,68.3030555555556,16.1855555555556,20.1186111111111,15.9066666666667,65,60,0.65,0.6,260,91.5615005493,4.91826222738333
"Tech Support Customer",2021-05-28,59.0838888888889,12.6377777777778,12.6336111111111,13.8372222222222,65,32,0.65,0.32,76,322.320739746,6.19884134928333
"Tech Support Customer",2021-05-29,14.1330555555556,3.99166666666667,3.56277777777778,0.524722222222222,65,74,0.65,0.74,43,56.0606079102,6.66823883056667
"Tech Support Customer",2021-05-30,14.8766666666667,10.2763888888889,0.581388888888889,0.414444444444444,65,95,0.65,0.95,89,22.5166664124,6.27121225993333
"Tech Support Customer",2021-05-31,63.6216666666667,49.8972222222222,6.04222222222222,0.66,65,89,0.65,0.89,251,21.5618553162,6.72694447835
"Tech Support Tech",2021-05-01,20.6052777777778,5.26972222222222,10.1172222222222,4.91333333333333,65,0,0.65,0,0,0,3.56666666666667
"Tech Support Tech",2021-05-02,7.43305555555556,5.00722222222222,0.278888888888889,2.14694444444444,65,70,0.65,0.7,88,71.1014480591,0
"Tech Support Tech",2021-05-03,52.8330555555556,14.1802777777778,20.3977777777778,10.9175,65,67,0.65,0.67,100,66.2469100952,6.04371999105
"Tech Support Tech",2021-05-04,57.2130555555556,14.5302777777778,20.4544444444444,13.2563888888889,65,62,0.65,0.62,114,140.285720825,6.29876556396667
"Tech Support Tech",2021-05-05,52.6883333333333,13.2591666666667,18.9791666666667,10.6475,65,77,0.65,0.77,108,48.6395339966,6.08626352946667
"Tech Support Tech",2021-05-06,57.6902777777778,16.1147222222222,19.235,11.9936111111111,65,90,0.65,0.9,68,22.1578941345,6.7937983195
"Tech Support Tech",2021-05-07,50.2041666666667,21.2441666666667,11.5280555555556,9.48305555555556,65,6,0.65,0.06,30,1044.80004883,8.00818735758333
"Tech Support Tech",2021-05-08,12.4316666666667,1.82916666666667,6.60027777777778,3.79555555555556,65,100,0.65,1,1,8,2.0433333079
"Tech Support Tech",2021-05-09,7.44888888888889,5.1525,0.693333333333333,1.55416666666667,65,64,0.65,0.64,90,124.561645508,2.55
"Tech Support Tech",2021-05-10,55.3327777777778,17.0386111111111,15.2591666666667,14.1694444444444,65,66,0.65,0.66,120,69.9213485718,6.97785390218333
"Tech Support Tech",2021-05-11,59.2766666666667,16.9147222222222,22.6238888888889,10.3547222222222,65,41,0.65,0.41,84,302.938476563,5.99868927001667
"Tech Support Tech",2021-05-12,41.1488888888889,8.82361111111111,15.3127777777778,10.2680555555556,65,83,0.65,0.83,100,38.2894744873,5.88051300048333
"Tech Support Tech",2021-05-13,51.6261111111111,23.0341666666667,11.0227777777778,9.38888888888889,65,84,0.65,0.84,89,39.7571411133,6.10614013671667
"Tech Support Tech",2021-05-14,54.2838888888889,20.2925,13.1455555555556,11.8683333333333,65,0,0.65,0,44,0,7.36880950928333
"Tech Support Tech",2021-05-15,12.8938888888889,2.47305555555556,7.56416666666667,2.85666666666667,65,0,0.65,0,0,0,0
"Tech Support Tech",2021-05-16,7.43722222222222,4.52388888888889,0.420833333333333,2.4925,65,51,0.65,0.51,69,140.36000061,0
"Tech Support Tech",2021-05-17,51.5425,12.3338888888889,21.6588888888889,12.8019444444444,65,63,0.65,0.63,99,114.612503052,5.40900014241667
"Tech Support Tech",2021-05-18,51.6366666666667,11.4241666666667,22.5663888888889,9.93388888888889,65,73,0.65,0.73,65,41.2363624573,5.47833353678333
"Tech Support Tech",2021-05-19,59.0069444444444,17.6866666666667,24.5686111111111,10.9469444444444,65,79,0.65,0.79,120,64.0947341919,5.9724243164
"Tech Support Tech",2021-05-20,60.085,14.0794444444444,25.6858333333333,9.92833333333333,65,70,0.65,0.7,78,78.7727279663,6.2152633667
"Tech Support Tech",2021-05-21,44.2519444444444,13.9080555555556,11.6322222222222,10.7252777777778,65,0,0.65,0,19,1105,6.90707092285
"Tech Support Tech",2021-05-22,13.5275,3.00027777777778,7.35138888888889,2.945,65,100,0.65,1,10,15.125,6.43333333333333
"Tech Support Tech",2021-05-23,7.41111111111111,3.92222222222222,0.293333333333333,2.20472222222222,65,80,0.65,0.8,112,57.8526306152,7.0625
"Tech Support Tech",2021-05-24,57.9188888888889,14.3955555555556,20.5311111111111,13.1616666666667,65,63,0.65,0.63,113,112.621055603,5.93649139405
"Tech Support Tech",2021-05-25,63.1086111111111,13.9130555555556,31.1636111111111,8.03416666666667,65,78,0.65,0.78,118,65.6666641235,5.97649129231667
"Tech Support Tech",2021-05-26,64.8933333333333,16.1944444444444,25.6538888888889,11.1477777777778,65,45,0.65,0.45,114,185.680419922,7.13472239176667
"Tech Support Tech",2021-05-27,46.4736111111111,6.19888888888889,18.4297222222222,9.82194444444444,65,28,0.65,0.28,103,275.621948242,7.15360819498333
"Tech Support Tech",2021-05-28,44.2072222222222,7.0275,11.7394444444444,15.4669444444444,65,0,0.65,0,3,678,7.01829274495
"Tech Support Tech",2021-05-29,6.71527777777778,1.82916666666667,1.72833333333333,3.10722222222222,65,0,0.65,0,0,0,3.01666666666667
"Tech Support Tech",2021-05-30,7.39583333333333,5.34583333333333,0.424166666666667,1.62583333333333,65,100,0.65,1,1,14,0
"Tech Support Tech",2021-05-31,47.6572222222222,36.6463888888889,5.08,5.89333333333333,65,51,0.65,0.51,72,129.851852417,1.76666666666667
